text;;
Galian PLN di Pitara. Sdh lbh dr 3 bulan blm selesai & menyebabkan kemacetan akut. PLN itu khan persh komersial. Apa tdk seharusnya ada ganti rugi untk warga/pemakai jln ktk mengganggu kpntingan publik? Bagaimana ini @pemkotdepok ? @IdrisAShomad @Bang_Pradi pic.twitter.com/MvXP5YrOOz;;
pak @IdrisAShomad, tlg benahi tpa cipayung. baunya menyengat sampai jauh;;
#Acara Penyaluran Bantuan Non Tunai PKH dan BPNT Kota Depok Tahun 2018.@BNI @IdrisAShomad @pemkotdepok @KhofifahIP https://twitter.com/DinsosD/status/931433953960935426/photo/1pic.twitter.com/qC0qC3NPxl pic.twitter.com/dubTeEP2YA;;
Ini cerita PKH @pemkotdepok  bersama @KemensosRI   dan Ibu @KhofifahIP  hari ini, Terimakasih bapak wali kota @IdrisAShomad  pak Wakil @Bang_Pradi pic.twitter.com/bdGAjQOd6m;;
"Team PKH @pemkotdepok singer
cc :
@KemensosRI
@KhofifahIP
@IdrisAShomad
@Bang_Pradi
@MuhammadShindypic.twitter.com/gBDUMusT7Q";;
Warga yg bikin sejuk dihati ;;
"Parah sih, separatornya malah bikin tambah macet :""(";;
Semangat. Pahlawan kota ku, kalian yg nenjaga kota ini.kudoakan banyak rezeki dan selalu diberikan kesehatan.;;
"@pln_123 sabtu cerah & libur waktunya bersih2 sisa banjir, cuci2 baju kotor, beres2 rmh..
Eh listrik mati, astaghfirullahaladzim..
Reni Jaya RT 2/8 Pdk.Petir Bojongsari Depok
cc @IdrisAShomad @Info_swg_bjong";;
Depok, negeri diatas awan. @IdrisAShomad @depoknews @info_depok @Lomba_Fotografi #samsungA5 #standard #amazingpic.twitter.com/xlb09PbAE9;;
@IdrisAShomad : Asslmkm Wr Wb, Pak Idris mohon dengan sangat Bapak agar segera membuat Peraturan Walikota ttg. kewajiban mempunyai garasi sendiri untuk pemilik mobil, saya sdh capek berantem sm tetangga yg parkir sembarangan didepan rumah sy, terima kasih;;
"Prestasi dalam olah raga, mesti dibarengi sikap baik.
Selamat bertanding pelajar Kota Depok.

*Pembukaan Liga Pelajar Indonesia (LPI) Kota Depok, (17/11/17)pic.twitter.com/NYI1qxOzgG";;
.@IdrisAShomad selamat malam. Jika pemkot Depok merasa pembangunan separator di Margonda adalah solusi dari kemacetan selama ini, lihat kondisinya malam ini Pak. Untuk solusi macam ini kah pajak saya digunakan?;;
Di YonHub Jatijajar ya acaranya? Pantesan tadi rame;;
Pak Wali @IdrisAShomad berbincang-bincang dg H.edi Kusnadi dan anaknya, didampingi LPM dan Lurah Kalibaru dlm suasana santai dan kekeluargaan...alhamdulilah... pic.twitter.com/QfOuj61vkh;;
Usai Jumling di Masjid Ar-Rahman Kalibaru, Pak Wali @IdrisAShomad berkunjung ke Rumah Tokoh Masyarakat Kalibaru(H.Edi Kusnadi) & keluarga, didampingi pak camat dan Lurah Kalibaru,dg suasana sangat kekeluargaan. pic.twitter.com/D0a1KHpDfT;;
Jum’at Keliling (Jumling) pak wali @IdrisAShomad di Masjid Ar-Rahman RT.04 RW.05 Kelurahan Kalibaru, Kec.Cilodong, dg dihadiri Kabag sosial,camat Cilodong,tokoh Agama,tokoh masy,Ket.Dkm,Lurah,LPM,Babinsa,RT dan RW serta staf Kalibaru,Alhamdulilah... pic.twitter.com/i3XZYy816Q;;
Kerennn pak walikota ku. Maju terus depok religius;;
Wali Kota Depok, @IdrisAShomad  menyerahkan hadiah dan medali kepada para perwakilan juara Liga Pendidikan Indonesia (LPI) Tingkat Kota Depok Tahun 2017 diantaranya juara Cabang Olahraga Basket, Futsal, Voli, dan Bulutangkis. (17/11/2017). pic.twitter.com/7ZeslwYLRH;;
Wali Kota Depok, @IdrisAShomad  membuka secara resmi Liga Pendidikan Indonesia (LPI) Cabang Olahraga Sepakbola Tingkat Kota Depok Tahun 2017 pic.twitter.com/NIWir0fgcl;;
hi, hi,, hii,,, SA efektif_kah ??;;
"haus akan ilmu itu adalah kebaikan.. 

bersama bang pradi supriatna ( wakil walikota depok ) ,… https://www.instagram.com/p/Bbl-5uoh2_z/ ";;
Mainkan lah, @IdrisAShomad ... Knp engga?!;;
"Monitoring Perizinan IMB Bangunan Rumah Tinggal di
Jl. Nusantara Raya Depok Jaya  Pancoran Mas @IdrisAShomad @pemkotdepokpic.twitter.com/4A9KRERw8M";;
Hmmmm...kaya gitu jdi penasehat pradi;;
#Gladi Resik Acara Penyaluran Bantuan Non Tunai PKH dan BPNT Kota Depok Tahun 2018. @IdrisAShomad @pemkotdepok @KhofifahIPpic.twitter.com/qC0qC3NPxl;;
Menertibkan Reklame Tak Berizin di Jalan Komjen Pol M. Yassin @IdrisAShomad @pemkotdepokpic.twitter.com/HCCUD5phY1;;
"Mengecek  Aktivitas Cut and Fill & Pembuatan Jalan di
Jl. Sersan Aning Pancoran Mas @IdrisAShomad @pemkotdepokpic.twitter.com/KB8uV9Qavz";;
depok makin macet loh, udah ada solusinya belum pa? @IdrisAShomad;;
Wali Kota Depok, @IdrisAShomad  menghadiri acara peresmian sentra penjualan otomotif yang berlokasi di Jl. Boulevard Grand Depok City, Jum'at (17/11/2017). pic.twitter.com/zau7PS0VGv;;
"Lanjutan Pemasangan Batu Kali utk Saluran Di Jl. Manggah, Pasir putih. 17/11/2017
cc : @manto_dpk @IdrisAShomad... http://fb.me/ta48NE5i ";;
"Kegiatan Pemasangan Batu Kali utk Saluran Di Jl. Raya Limo, Kel. Limo. 17/11/2017
cc : @manto_dpk @IdrisAShomad... http://fb.me/HvNthJPq ";;
sosialisasi pengarahan 382 KK penerima PKH kel.cipayung, @humasdepok @depokdiskominfo @dinsosjabar @IdrisAShomad @Bang_Pradi pic.twitter.com/G44XMbDhWy;;
Awali Aktivitas dengan Berolah raga @IdrisAShomad @pemkotdepokpic.twitter.com/vznAYaLwdI;;
@IdrisAShomad Menerima Tim Monev  KRPL dr Dinas Pertanian (Bu Hermin dan Pak Nurjali) di Ruangan Lurah Kalibaru, setelah Melaksanakan Pawai Taarup pd pembukaan MTQ tk.Kota Depok. pic.twitter.com/xmvoMzh6Te;;
@IdrisAShomad Tim pawai taarup dr Kelurahan Kalibaru yg trdiri dr unsur Binmaspol,Babinsa,Ketua PKK Kel.beserta Pengurus PKK, ketua PPS dan seluruh Aparatur Kelurahan Kalibaru sdh ikut Pawai Taarup pd pembukaan MTQ tk.Kota Depok,alhamdulilah... pic.twitte;;
@Bang_Pradi bang, tlong dipasangkan lampu pnerangan jalan, diarah yg mau ke tugu macan, kecmatan cipayung, sesudah prumahan atsiri permai. Krna sngat sepi & rwan tindak kjhatan jk mlam tiba. Thx;;
@IdrisAShomad Pak, apakah wilayah kecamatan cipayung termasuk dlam wilayah depok? Jika iya, tolong dipasangkan lampu penerangan pak, diwilayah yang mau mengarah ke tugu macan, sesudah perumahan atsiri permai, karna disana sangat sepi dn rawan tindak kjaha;;
semoga saya bisa menjadi bagian dari PkH.menunggu pengumuman.;;
"Satukan tekad membangun masyarakat Qur’ani untuk Depok Unggul, Nyaman dan Religius.

(Pawai Ta'aruf & Pembukaan MTQ tingkat Kota Depok, Sukmajaya, 16/11/2017)pic.twitter.com/feN7XNAoFu";;
Maju terus demi Depokpic.twitter.com/ehY8apNSTh;;
Pengamanan Pelaksanaan Pawai Taaruf MTQ XVIII Tingkat Kota Depok @IdrisAShomad @pemkotdepokpic.twitter.com/jfIJLd5rAn;;
Menertibkan Reklame di Jalan Margonda Raya @IdrisAShomad @pemkotdepokpic.twitter.com/jXKhruFeHM;;
"Alhamdulillah untuk kedua kalinya @pemkotdepok  mendapat kepercayaan dari @KemensosRI  & Ibu @KhofifahIP  untuk PKH
cc :
@IdrisAShomad
@Bang_Pradi
@uppkh_beji
@MuhammadShindypic.twitter.com/Y5b6kAyrmg";;
Pelaksanaan mtq katagori hafiz 5 Juz mudah~mudahan sukses @IdrisAShomad @Bang_Pradi @humasdepokpic.twitter.com/Tsb3YZ7CVn;;
Pks banget ;;
Mohon maaf atas ketidaknyamanan ini, segera dirapihkan kembali.;;
Yang pasang reklame tak berizin, apakah di tertib kan juga Pak Satpol-PP..??;;
kapan anda akan bereskan galian ini cc @pemkotdepok @IdrisAShomad pic.twitter.com/6R7eFbk5Pn;;
Pesan Walikota, Diskualifikasi Peserta Cabutan MTQ Ke-18 Tingkat Kota Depok http://humas.depok.go.id/pesan-walikota-diskualifikasi-peserta-cabutan-mtq-ke-18-tingkat-kota-depok.aspx … @idrisAShomad @bangpradi;;
MTQ Ke-18 Tingkat Kota Depok Resmi Dibuka http://humas.depok.go.id/mtq-ke-18-tingkat-kota-depok-resmi-dibuka.aspx … @idrisAShomad @bangpradi;;
"Kegiatan Pemeliharaan Jembatan Di Jl. R  Tapos, Kel. Tapos, Kec. Tapos. 16/11/2017
cc : @manto_dpk @IdrisAShomad... http://fb.me/1zncQOkYb ";;
Dekranasda Kota Depok mengikuti Pameran Kerajinan Jawa Barat di Lotte Shopping Avenue Cassablanca @pemkotdepok @IdrisAShomad @Bang_Pradi @bundaellyf @kaniaprs @hestyana_hestypic.twitter.com/xTpkj9WnYQ;;
Wali Kota Depok @IdrisAShomad , Wakil Wali Kota Depok @Bang_Pradi , serta Forkopimda dan Kepala OPD Se-Kota Depok menyambut kehadiran rombongan Pawai Ta'aruf pembukaan Musabaqah Tilawatil Qur'an (MTQ) Tingkat Kota Depok  (16/11/2017). pic.twitter.com/KT8r6zoYQB;;
Wali Kota Depok, @IdrisAShomad  membuka secara resmi kegiatan Musabaqah Tilawatil Qur'an (MTQ) XVIII Tingkat Kota Depok yang dilaksanakan di Halaman Masjid Al Istiqomah, Sukmajaya Depok, Kamis (16/11/2017). pic.twitter.com/KXD6jiaHmX;;
Wakil Wali Kota Depok, @Bang_Pradi  melepas secara resmi Rombongan Pawai Ta’aruf dalam Rangka Pembukaan MTQ XVIII Tingkat Kota Depok di Jl. K.M.H Yusuf Raya, Kamis (16/11/2017). pic.twitter.com/nGjWJKlMDX;;
Kegiatan normalisasi saluran Jl. bukit barisan kel. Limo @IdrisAShomad @manto_dpk @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/71t3CXV56p;;
Masih ingat sila ke 1 pancasila min,Pancasila adalah dasar Negara Indonesia dan beliau tidak menyebutkan salah satu agama kan :) #justmyopinion;;
"Lanjutan Pemasangan Batu Kali utk Saluran Di Jl. Manggah, Pasir Putih. 16/11/2017
cc : @manto_dpk @IdrisAShomad... http://fb.me/1OH6GICzs ";;
"Penanggulangan Saluran Longsor Di Jl. Merdeka. 16/11/2017
cc : @manto_dpk @IdrisAShomad @pemkotdepokpic.twitter.com/5iXax49YNY";;
"Lanjutan Penanggulangan Longsor Di Kali Sugutamu, Kel. Baktijaya. 16/11/2017
cc : @manto_dpk @IdrisAShomad... http://fb.me/3ME2Ryl3Y ";;
Sekalian pengamen yg meresahkan warga disekitar lampu merah. Kadang ada yg suka meminta dengan nada mengancam secara halus.;;
Terimakasih infonya, tetapi saat ini menimbulkan kemacetan dari putaran bsi - margo city saat pulang kerja. Apa ada solusinya?;;
berikut konfirmasi @Dishub_Dpk terkait pemasangan median jalur lambat di sepanjang Jalan Margonda Raya https://www.depok.go.id/26/10/2017/01-berita-depok/kurangi-resiko-kecelakaan-dishub-buat-median-jalur-lambat …;;
Min@pemkotdepok mau tanya jalan margonda sekarang dibuat median jalan tujuannya apa yak?;;
Jalur sepeda kami gimana pak @Dishub_Dpk cc @B2WIndonesia @IdrisAShomad;;
Udh berapa kecelakaan gara gara separator pembatas jalan,  bukannya mengurai kmacetan malah nambah parah juga dan bikin was was pengendara @pemkotdepok @IdrisAShomad pic.twitter.com/zBIWCgaZQ9;;
Mantap dehpic.twitter.com/YUS7m6E4KG;;
"Menertibkan  slma 24 jam pnuh dan 7 hari dlm sminggu, angkot"" yg mangkal di dpan stasiun citayam kpn nih..??
Pencitraan melulu nih si bos kita..
#basmipenyebabkemacetanstasiuncitayam";;
Sukses MTQ XVIII Kota Depok menuju sukses Pilgub Jabar 27 Juni 2018 @IdrisAShomad @pemkotdepok;;
Sekolah paket kesetaraan B dan C di Pasar Sukatani @pemkotdepok @IdrisAShomad @Bang_Pradi @kaniaprs @hestyana_hestypic.twitter.com/zKHy4ZUnMw;;
#Penjemputan ODGJ dari RSJ.Mardjuki Mahdi Bogor dan diserahkan kepada Keluarganya. @pemkotdepok @IdrisAShomad @KhofifahIPpic.twitter.com/j3IBBPsNQo;;
Pameran Indocraft di Assembly Hall JCC mempromosikan hasil kerajinan pelaku usaha Kota Depok @pemkotdepok @IdrisAShomad @Bang_Pradi @bundaellyf @kaniaprs @hestyana_hestypic.twitter.com/azyobcEmwE;;
Spanduk terus ditertibkan,,kapan anak2 punk yang bikin resah masyarakat,,di angkot & lampu merah ditertibkan ?;;
"Semoga penyebaran informasi yang tidak sesuai dengan prinsip-prinsip kehidupan berbangsa dan bernegara yang merebak melalui media penyiaran bisa diselesaikan dan dicegah.
(Pembukaan Rapat Pimpinan @KPI_Pusat, 15/11/2017)pic.twitter.com/wGmBOiZJSq";;
coba tanya @manto_dpk @IdrisAShomad @Bang_Pradi;;
Menertibkan Reklame Tak Berizin di Jl. Nusantara, Jl. Arief Rahman Hakim dan Jl. Raya Sawangan @IdrisAShomad @pemkotdepokpic.twitter.com/GmJkEAZ9vw;;
Monitoring Persiapan Kegiatan MTQ Tingkat Kota Depok di Kecamatan Sukmajaya @IdrisAShomad @pemkotdepokpic.twitter.com/3tfYOW8fOE;;
@IdrisAShomad Balai Uji KIR Kota Depok penuh pungli, Calo dan Oknum pegawai dishub bekerjasama mempersulit kami untuk perpanjangan KIR. Kami tidak diberi kesempatan mengurus KIR sesuai Jalur resmi, semua diarahkan & diwajibkan lewat calo! Biaya bengkak 3x;;
Mohon masalah sosial menjadi perhatian juga agar tidak menjadi penyakit masyarakat. Banyak sekali di Depok. Barangkali ada kesempatan berdiskusi.;;
Wali Kota Depok, @IdrisAShomad berikan sambutan pada kegiatan penilaian Lomba Kinerja Kelurahan Tingkat Kota Depok yang diselenggarakan oleh Dinas Perlindungan Anak, Pemberdayaan Masyarakat dan Keluarga (DPAPMK) Kota Depok di Aula Kantor Kelurahan Pasir Putih (15/11/2017). pic.twitter.com/uZPtGTwyWg;;
@IdrisAShomad Dinobatkan Sebagai Walikota Sanitasi http://humas.depok.go.id/idris-dinobatkan-sebagai-walikota-sanitasi.aspx …;;
Walikota @IdrisAShomad Hadiri Rapim Komisi Penyiaran Indonesia http://humas.depok.go.id/walikota-hadiri-rapim-komisi-penyiaran-indonesia.aspx …;;
Pak @IdrisAShomad, penambahan separator di Jl. Margonda membuat lajur semakin sempit & meningkatkan kemacetan. Mohon dapat dikaji kembali. Tks..;;
Ratujaya pedagang di pinggir jalan mulai menjamurpic.twitter.com/42yG4mvNFH;;
Smoga sukses ya doa dari Ratujayapic.twitter.com/aarRPB6ZoS;;
Buku adalah jendela duniapic.twitter.com/CdVC1RUBL0;;
Monitoring Bangunan Liar di Jalan Merdeka @IdrisAShomad @pemkotdepokpic.twitter.com/KvjIHcSXLe;;
Walikota@IdrisAshomad meresmikan Ipal Komunal dan Septictank di halaman Masjid Jami Al-Huda. https://www.instagram.com/p/BbgdGxPBE3f/ ;;
Kenapa dihentikan ya?;;
Penghentian Kegiatan Pembuatan Jalan untuk Perumahan diwilayah Pancoran Mas @IdrisAShomad @pemkotdepokpic.twitter.com/oVvTXmyVGa;;
Mantaf gmna biar bisa ikutan itu ?;;
Menertibkan Reklame Tak Berizin di Jalan Tole Iskandar @IdrisAShomad @pemkotdepokpic.twitter.com/WiQ3kUGinB;;
Walikota@IdrisAshomad dinobatkan jadi Waikota Sanitasi oleh BKM Kel. Ratujaya di halaman Masjid… https://www.instagram.com/p/BbgYzHnhA8s/ ;;
Wali Kota Depok, @IdrisAShomad  menghadiri dan meresmikan kegiatan Pembangunan Instalasi Pengolahan Air Limbah (IPAL) Komunal dan Septictank Kota Depok Tahun 2017 di Kelurahan Ratu Jaya, Cipayung Depok, Rabu (15/11/2017). pic.twitter.com/lHKPTFo4NE;;
Wali Kota Depok, @IdrisAShomad  menghadiri sekaligus memberikan sambutan pada acara Rapat Pimpinan Komisi Penyiaran Indonesia (KPI) di Hotel Santika, Depok, Rabu (15/11/2017). pic.twitter.com/x6seHmYCVg;;
Wakil Wali Kota Depok, @Bang_Pradi  membuka secara simbolis Lomba Kelurahan Tingkat Kota Depok Tahun 2017 yang diselenggarakan oleh Dinas Perlindungan Anak, Pemberdayaan Masyrakat dan Keluarga (DPAPMK) Kota Depok di Aula Kantor Kelurahan Bojongsari, Rabu (15/11/2017). pic.twitter.com/dmXNPsXRzi;;
#Ka.Dinsos Depok Drs.Achmad Kafrawi, MS.i mengikuti Rakor dan Evaluasi Pelaksanaan BPNT TH.2017 di Yogyakarta @IdrisAShomad @pemkotdepokpic.twitter.com/2Y8uE1MknF;;
"15/11/2017
Layanan Perpustakaan Keliling di SDN PasirPutih 01
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @imeh95pic.twitter.com/7FAms4hyM1";;
"15/11/2017
Layanan Perpustakaan Keliling di SDN Kedaung
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @imeh95pic.twitter.com/QEDh7bNaI0";;
Kegiatan membersihkan sampah kali Laya taman duta @IdrisAShomad @manto_dpk @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/HU4uBQDp6f;;
"Kegiatan Cutting Jalan Di Jl. Tanah Baru, Kel. Tanah Baru, Kec. Beji. 15/11/2017
cc : @manto_dpk @IdrisAShomad... http://fb.me/2zGaUqFet ";;
"Kegiatan Cutting Jalan Di Jl. Tanah Baru, Kel. Tanah Baru, Kec. Beji. 15/11/2017
cc : @manto_dpk @IdrisAShomad... http://fb.me/ALb7dNP3 ";;
"Kegiatan Pemasangan Batu Kali utk Saluran Di Jl. Meruyung Limo. 15/11/2017
cc : @manto_dpk @IdrisAShomad... http://fb.me/8RUaxOID2 ";;
@pemkotdepok @IdrisAShomad @Humas_depok banyak jalan rusak di wilayah kukusan. Kalo malam hari minim penerangan. Sering kecelakaan motor masuk lubang. Terutama di perempatan Kukusan dekat pembangunan jalan TOL. Tolong responnya;;
"Normalisasi Saluran Di Jl. Kailudin, Kel. Kalibaru, Kec. Cilodong. 15/11/2017
cc : @manto_dpk @IdrisAShomad... http://fb.me/AJzpWAKF ";;
Mhn ditertibkan pmintaan sumbangan mesjid dg ngerahkan anak2 d jam sekolah d p3an jln Margonda Fly over Depok yg mrp jln protokol. Mengganggu & memalukan @pemkotdepok @restadepok @IdrisAShomad;;
"Gelar produk unggulan wirausaha  baru Kota Depok di halaman gd. Dekranasda 15-17 November 2017 ""Depok Sahabat UMKM"" @IdrisAShomad @pradi_supriatna @pemkotdepok @bundaellyf @fitriawansumadi @rinamaccinipic.twitter.com/W1Nk2FpByG";;
Menertibkan Reklame di Jalan Siliwangi @IdrisAShomad @pemkotdepokpic.twitter.com/K90Uuhd6yx;;
Wali Kota Depok, @IdrisAShomad  mengikuti pertandingan eksibisi Futsal dalam rangka memperingati HUT KORPRI Tingkat Kota Depok di Lapangan Futsal Quadrant, Margonda Depok, Rabu (15/11/2017). pic.twitter.com/RA8JZh52Z5;;
Modal KePercayaan bagi yg Percaya Alhamdulillah,ga percaya ya gpp..Usaha Privatq bs dpt omzet 30 juta mbah @sudjiwotedjo pak @IdrisAShomad;;
Jangan lupa datang yaa ajak keluarga kita Kakek, Nenek, Ayah, Bunda, Paman, Bibi, Kakak, Adik... @IdrisAShomad @pradi_supriatna @pemkotdepokpic.twitter.com/dw7rlAxicp;;
"Ap kbr klen? @pemkotdepok @Humas_depok @Depok_Dinkes @DinasPUPR
Istimewanya yg kelak diminta LPJ @IdrisAShomad  cc @depoknews @info_depokpic.twitter.com/9Wkh9ehQOf";;
"https://metro.tempo.co/read/584054/baru-setahun-separator-di-margonda-dibongkar … HALLOO !! @pemkotdepok @IdrisAShomad
@Bang_Pradi JANGAN SAMPAI KEJADIAN TAHUN 2014 TERULANG !!! BUANG"" ANGGARAN !!! MENDINGAN BUAT BIKIN TAMAN !";;
"Kesejahteraan masyarakat berawal dari kesejahteraan keluarga
(Menerima Tim Rechecking Provinsi Jawa Barat, 14/11/2017)pic.twitter.com/bIzSgDXiL6";;
Monitoring Perizinan Perumahan di Wilayah Kalimulya @IdrisAShomad @pemkotdepokpic.twitter.com/wQWXJhrXVK;;
selamat buat siswa SDIT Miftahul ulum dan semoga menjadi suatu keberkahan Amin Maju terus siswasiswi Kota depok Jagoan Jawabarat...@IdrisAShomad;;
"Apartemen Margonda Residences (strata title) sudah 10 tahun lebih, tidak ada Perhimpunan Penghuni.
Bagaimana Dinas Perumahan Depok ?
@IdrisAShomad
@Humas_depok
@pemkotdepok
@info_depok
@kompascom
@detikcom
@liputan6dotcom
@Bisniscom";;
"Penentuan Harga Tanah adalah Nilai Jual Obyek Pajak (NJOP) tanah tersebut ditambah (+) harga pasarannya dan dibagi dua. 
Berlaku untuk tanah yg akan dibebaskan oleh Pemerintah Daerah...!!!";;
Jadi, di Depok ada dua TPA. Di Cipayung ada TPA alias Tempat Pembuangan Akhir (sampah) satu lagi TPA alias Tempat Penitipan Anak.pic.twitter.com/TsAUVnr6s5;;
"14/11/2017
Layanan Peprpustakaan Keliling di Kelurahan Tapos
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @imeh95pic.twitter.com/C5WuR7bpuG";;
Pak @IdrisAShomad mintol Listrik di daerah GDC dihidupkan, krna akhir2 ini setiap hujan sll padam.. @pln_123 @pemkotdepok @depoknews Trims;;
Wali Kota Depok, @IdrisAShomad  menerima kunjungan dan audiensi pengurus Persatuan Guru Republik Indonesia (PGRI) Kota Depok di ruang kerja Wali Kota Depok, Selasa (14/11/2017). pic.twitter.com/zsWKMYsijW;;
Wali Kota Depok, @IdrisAShomad  memberikan sambutan pada kegiatan penilaian Lomba Kinerja Kelurahan Tk. Kota Depok yang diselenggarakan oleh Dinas Perlindungan Anak, Pemberdayaan Masyarakat dan Keluarga (DPAPMK) Kota Depok di Aula Kantor Kel. Gandul, Cinere,  (14/11/2017). pic.twitter.com/zglr5oMx0D;;
Tim Recheking Sambangi Kelurahan Tapos http://humas.depok.go.id/tim-recheking-sambangi-kelurahan-tapos.aspx … @IdrisAShomad @SahabatIdris;;
Memberikan Surat Teguran III Terhadap Pemilik Bangli dan PKL di Jalan Merdeka @IdrisAShomad @pemkotdepokpic.twitter.com/iiKq2aQPeL;;
Kegiatan membersihkan sampah saluran tugu selamat datang Cinere @IdrisAShomad @manto_dpk @Citraindahyuli @depokdiskominfo @humasdepokpic.twitter.com/tMWrf0RMHe;;
@IdrisAShomad @Humas_depok memberikan sepeda kpd tiga murid Arrahmaniyah.balaikota dpk.13-11-2017pic.twitter.com/NZQiZ15SvV;;
Wali Kota Depok, @IdrisAShomad  didampingi Ketua TP PKK Kota Depok, @bundaellyf menyambut kedatangan Tim Rechecking 10 Program Pokok PKK & 5 Lomba dalam rangka Hari Kesatuan Gerak (HKG) PKK & Bulan Bhakti Gotong Royong Masyarakat (BBGRM) Tingkat Provinsi Jawa Barat tahun 2017pic.twitter.com/D10rDBb0Tb;;
Wakil Wali Kota Depok, @Bang_Pradi membuka secara simbolis kegiatan Sosialisasi Penyelenggaraan Pemilu 2019 yang digelar Komisi Pemilihan Umum (KPU) Kota Depok di Hotel Santika Depok, Selasa (14/11/2017). pic.twitter.com/gzvI4gx8Gy;;
"Kegiatan Psg Batu Kali untuk Saluran Di Jl. Manggah Pasir Putih. 14/11/2017
cc : @manto_dpk @IdrisAShomad... http://fb.me/LJO7TGN6 ";;
"Kegiatan Pemeliharaan Jln Di Jln Dipo, Rawageni. Kel. Ratu Jaya, Kec. Cipayung. 14/11/2017
cc : @manto_dpk @IdrisAShomad @pemkotdepokpic.twitter.com/eoIYHBqUU2";;
"Kegiatan Normalisasi Saluran, Taman Depok Permai, Sukamaju Cilodong. 14/11/2017
cc : @manto_dpk @IdrisAShomad... http://fb.me/GEvx7mvy ";;
"14/11/2017
Layanan Peprpustakaan Keliling di SDN Cinangka 04
#salamliterasi
cc: @pemkotdepok @IdrisAShomad @Bang_Pradi @sitichaerijah @imeh95pic.twitter.com/EjKntGr53j";;
Ikut menghadiri kegiatan rechecking HKG PKK dan BBGRM Tk Prov Jabar di Kelurahan Tapos @pemkotdepok @IdrisAShomad @Bang_Pradi @kaniaprs @hestyana_hestypic.twitter.com/CftdaNBkSx;;
Berikut Rundown acaranya @Bang_Pradi pic.twitter.com/2mgtIqRPCZ;;
"Selamat Siang Bapak Wakil Wali Kota Depok BPK @Bang_Pradi 
Kami berharap Bapak bisa menghadiri acara puncak kegiatan tgl 26 Agustus. pic.twitter.com/kjCSNvKHXU";;
Berikut Saya kirimkan Jadwal Acara Puncak @Bang_Pradi pic.twitter.com/b9Hpvt7wmZ;;
Selamat malam bapak wakil wali kota @Bang_Pradi dengan ini saya mengundang bapak untuk menghadiri acara puncak pada tanggal 26 Agustus 2017 pic.twitter.com/1YcMPVgUqZ;;
@IdrisAShomad mohon di tertibkan dan di cek ada bangunan permanen tingkat 3 diatas kali di jln dharma putra cilodong. akan membahayakan kepentingan umum...tq;;
"Penyelesaian Pengerjaan Jembatan Di Jln. Rawageni, RT 001/01. 13/11/2017
cc : @manto_dpk @IdrisAShomad @pemkotdepokpic.twitter.com/xznbBuH9Aw";;
"Kegiatan Pemasangan Turap Di Jl. Rawageni RT 003/01, Kel. Ratu Jaya, Kec Cipayung. 13/11/2017
cc : @manto_dpk @IdrisAShomad @pemkotdepokpic.twitter.com/KwzY39NK8J";;
"Selamat kepada SDIT Miftahul Ulum.
Semoga Gerakan Literasi Sekolah (GLS) jadi gerakan efektif menggiatkan budaya baca bagi anak-anak.

(Penyerahan medali literasi dari Jawa Barat & Australia, 13/11/2017)pic.twitter.com/bgY2PzvOGx";;
Lokasinya di mana?;;
bgimna pak wali kelanjutan Kartu Identitas Anak (KIA) yg diperuntukkan utk anak ? Smp saat ini sdh 1thn blm jadi dikel.panmas;;
"Tempat Penitipan Anak (TPA) untuk ASN dan pusat pembelajaran keluarga (Puspaga), bukti Pemkot Depok makin peduli sebagai Kota Layak Anak.

(Peresmian TPA & PUSPAGA, Gedung Dibaleka 2 – 13/11/2017)pic.twitter.com/DN3Y0JYu3V";;
"Pengecekan Perijinan IMB Perumahan di 
Jl. Batu Ampar Kp. Kupu Pasir Putih Sawangan @IdrisAShomad @pemkotdepokpic.twitter.com/Vb2i7NyOKE";;
Menertibkan Reklame di Jalan Kostrad Cilodong @IdrisAShomad @pemkotdepokpic.twitter.com/iBfM34ihP0;;
Semoga kota layak anak untuk Depok dengan bimbingan para ayah semakin berkurangnya pula kejahatan pd anak.;;
Pak @IdrisAShomad dan @pemkotdepok mau tanya.. jalan di sepanjang Gas Alam Raya ini ranah pemko Depok bukan? Mohon maaf, itu jalanan banyak berlubang. Kalau hujan begini membahayakan pengendara baik mobil atau motor. Karena tak terlihat lubangnya. Mohon segera ditindaklanjut. Tks;;
@depokita @walikotadepok @IdrisAShomad @DinsosDepok bapak yang terhormat,  mohon bantuannya untuk 2 tunawisma yang selalu ada di stasiun depok lamapic.twitter.com/kiZAvcM3Be;;
Wali Kota Depok, @IdrisAShomad  menghadiri sekaligus memberikan sambutan dalam acara Pelantikan Dewan Hakim MTQ Tingkat Kota Depok di Aula lantai 1 Gedung Setda Balaikota Depok, Senin (13/11/2017). pic.twitter.com/Y82hdvYsUM;;
